booking_record_id,date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,cancelled_rides_by_customer,reason_for_cancelling_by_customer,cancelled_rides_by_driver,driver_cancellation_reason,incomplete_rides,incomplete_rides_reason,booking_value,ride_distance,driver_ratings,customer_rating,payment_method,booking_value_missing_unexpected,ride_distance_missing_unexpected,payment_method_missing_unexpected,customer_cancel_reason_missing,driver_cancel_reason_missing,incomplete_reason_missing,invalid_booking_status,invalid_booking_value,invalid_ride_distance,invalid_driver_rating,invalid_customer_rating,revenue_per_km,booking_value_outlier,ride_distance_outlier,avg_vtat_outlier,avg_ctat_outlier,revenue_per_km_outlier
79042,2024-09-16,17:50:07,"""CNR3792210""",Completed,"""CID7863602""",Go Sedan,Bhikaji Cama Place,Pragati Maidan,13.5,43.7,,,,,,,310.0,2.82,4.2,4.6,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,109.9290780141844,False,False,False,False,True
79093,2024-11-03,22:38:41,"""CNR4567996""",Incomplete,"""CID8094148""",eBike,Manesar,Azadpur,8.6,20.3,,,,,1.0,Customer Demand,1287.0,5.53,,,UPI,False,False,False,False,False,False,False,False,False,False,False,232.73056057866182,False,False,False,False,True
79117,2024-09-07,11:12:03,"""CNR7808390""",Completed,"""CID6126517""",Go Sedan,Patel Chowk,Noida Sector 62,5.8,20.2,,,,,,,800.0,7.37,4.2,3.9,UPI,False,False,False,False,False,False,False,False,False,False,False,108.54816824966079,False,False,False,False,True
79131,2024-12-29,10:47:09,"""CNR1850630""",Completed,"""CID2896951""",Go Sedan,South Extension,Uttam Nagar,2.4,17.9,,,,,,,3094.0,28.57,4.0,4.3,Cash,False,False,False,False,False,False,False,False,False,False,False,108.29541477073853,True,False,False,False,True
79132,2024-07-21,15:14:51,"""CNR2149962""",Completed,"""CID5384396""",Go Sedan,Greater Kailash,Pataudi Chowk,3.1,28.8,,,,,,,1597.0,28.37,4.3,3.8,Debit Card,False,False,False,False,False,False,False,False,False,False,False,56.29185759605217,True,False,False,False,False
79145,2024-11-17,18:43:18,"""CNR3458921""",Completed,"""CID3816954""",Auto,Badarpur,Chandni Chowk,13.7,27.3,,,,,,,1395.0,35.89,4.5,3.4,UPI,False,False,False,False,False,False,False,False,False,False,False,38.86876567288938,True,False,False,False,False
79161,2024-04-14,03:10:00,"""CNR5646262""",Incomplete,"""CID2815204""",Go Mini,India Gate,Mandi House,7.0,13.7,,,,,1.0,Customer Demand,833.0,8.34,,,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,99.8800959232614,False,False,False,False,True
79162,2024-02-27,18:30:28,"""CNR5250050""",Completed,"""CID5400986""",Auto,Rajouri Garden,Chirag Delhi,2.6,45.0,,,,,,,850.0,8.76,3.7,4.6,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,97.03196347031964,False,False,False,False,True
79168,2024-05-05,17:04:25,"""CNR7849310""",Completed,"""CID9353051""",Go Sedan,Indirapuram,Noida Sector 62,2.4,28.9,,,,,,,587.0,6.47,4.2,4.3,Cash,False,False,False,False,False,False,False,False,False,False,False,90.72642967542504,False,False,False,False,True
79174,2024-02-24,07:59:08,"""CNR7772634""",Incomplete,"""CID6910235""",eBike,Old Gurgaon,Qutub Minar,5.7,28.4,,,,,1.0,Other Issue,1350.0,4.81,,,UPI,False,False,False,False,False,False,False,False,False,False,False,280.6652806652807,False,False,False,False,True
79193,2024-03-07,09:31:27,"""CNR1274533""",Completed,"""CID9365676""",Go Sedan,Noida Sector 18,Kaushambi,5.5,29.1,,,,,,,840.0,7.67,4.7,4.2,Cash,False,False,False,False,False,False,False,False,False,False,False,109.51760104302477,False,False,False,False,True
79200,2024-03-30,21:13:32,"""CNR1579592""",Completed,"""CID9405789""",Auto,Noida Film City,Chandni Chowk,11.8,39.9,,,,,,,1292.0,12.52,4.4,4.7,UPI,False,False,False,False,False,False,False,False,False,False,False,103.19488817891374,False,False,False,False,True
79201,2024-10-25,10:07:39,"""CNR1374516""",Completed,"""CID1462459""",eBike,Shastri Nagar,Hauz Rani,2.1,37.3,,,,,,,592.0,5.87,4.2,4.2,Cash,False,False,False,False,False,False,False,False,False,False,False,100.85178875638842,False,False,False,False,True
79209,2024-10-21,10:42:09,"""CNR1416317""",Completed,"""CID9928874""",Auto,Paschim Vihar,Bhiwadi,11.7,16.7,,,,,,,628.0,6.01,4.5,4.6,Debit Card,False,False,False,False,False,False,False,False,False,False,False,104.49251247920134,False,False,False,False,True
79211,2024-09-28,18:18:54,"""CNR3553173""",Completed,"""CID7130137""",Auto,Vaishali,New Colony,5.2,32.4,,,,,,,1176.0,13.43,4.6,4.4,UPI,False,False,False,False,False,False,False,False,False,False,False,87.56515264333582,False,False,False,False,True
79245,2024-01-22,05:25:56,"""CNR1485541""",Incomplete,"""CID5713055""",Auto,Okhla,Noida Extension,3.9,16.7,,,,,1.0,Vehicle Breakdown,932.0,9.43,,,UPI,False,False,False,False,False,False,False,False,False,False,False,98.83351007423119,False,False,False,False,True
79247,2024-12-04,18:01:16,"""CNR3830812""",Completed,"""CID5208704""",Auto,Dilshad Garden,Raj Nagar Extension,14.7,39.3,,,,,,,612.0,7.05,4.3,4.9,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,86.80851063829788,False,False,False,False,True
79252,2024-01-06,05:10:54,"""CNR6175081""",Incomplete,"""CID6556874""",Go Sedan,Ghitorni,Jama Masjid,3.8,28.4,,,,,1.0,Vehicle Breakdown,1355.0,2.48,,,UPI,False,False,False,False,False,False,False,False,False,False,False,546.3709677419355,False,False,False,False,True
79253,2024-07-26,17:25:30,"""CNR7782348""",Completed,"""CID4133577""",Go Sedan,Jor Bagh,Qutub Minar,4.2,36.5,,,,,,,783.0,2.16,4.7,4.9,Debit Card,False,False,False,False,False,False,False,False,False,False,False,362.5,False,False,False,False,True
79258,2024-10-15,08:13:32,"""CNR5947104""",Completed,"""CID5910822""",Go Sedan,Shastri Park,Kherki Daula Toll,4.5,23.0,,,,,,,894.0,7.6,4.3,4.2,Cash,False,False,False,False,False,False,False,False,False,False,False,117.63157894736842,False,False,False,False,True
79275,2024-07-28,17:56:47,"""CNR2313098""",Incomplete,"""CID8573769""",eBike,Shahdara,Faridabad Sector 15,7.7,10.1,,,,,1.0,Vehicle Breakdown,782.0,2.96,,,Cash,False,False,False,False,False,False,False,False,False,False,False,264.18918918918916,False,False,False,False,True
79280,2024-02-11,14:27:46,"""CNR6701296""",Completed,"""CID8926142""",Go Mini,Kherki Daula Toll,Noida Film City,5.2,26.8,,,,,,,359.0,2.26,4.6,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,158.84955752212392,False,False,False,False,True
79284,2024-11-29,07:31:17,"""CNR4645643""",Incomplete,"""CID9728228""",Bike,Vishwavidyalaya,Rajiv Chowk,3.2,18.9,,,,,1.0,Customer Demand,789.0,5.92,,,Credit Card,False,False,False,False,False,False,False,False,False,False,False,133.27702702702703,False,False,False,False,True
79288,2024-06-08,22:50:38,"""CNR1791236""",Completed,"""CID9480416""",Go Sedan,Tagore Garden,Saidulajab,9.7,19.6,,,,,,,754.0,8.11,3.7,4.8,Cash,False,False,False,False,False,False,False,False,False,False,False,92.97163995067818,False,False,False,False,True
79303,2024-03-26,19:20:38,"""CNR2389785""",Incomplete,"""CID5267412""",Go Sedan,IFFCO Chowk,Kanhaiya Nagar,3.7,22.9,,,,,1.0,Vehicle Breakdown,884.0,2.03,,,UPI,False,False,False,False,False,False,False,False,False,False,False,435.4679802955665,False,False,False,False,True
79343,2024-05-25,09:29:51,"""CNR7942973""",Completed,"""CID9069667""",eBike,Nehru Place,Model Town,3.3,36.6,,,,,,,3750.0,27.58,4.7,4.7,UPI,False,False,False,False,False,False,False,False,False,False,False,135.96809282088472,True,False,False,False,True
79344,2024-03-17,09:39:30,"""CNR8810662""",Completed,"""CID8779772""",Auto,Madipur,Noida Extension,8.8,37.6,,,,,,,1176.0,9.38,4.7,4.1,UPI,False,False,False,False,False,False,False,False,False,False,False,125.3731343283582,False,False,False,False,True
79347,2024-08-15,17:22:31,"""CNR6679449""",Completed,"""CID3543199""",Bike,Arjangarh,Sarai Kale Khan,14.3,28.9,,,,,,,1475.0,31.53,4.3,4.6,UPI,False,False,False,False,False,False,False,False,False,False,False,46.78084364097685,True,False,False,False,False
79359,2024-03-19,20:32:43,"""CNR6144832""",Completed,"""CID7936141""",Go Mini,Rajiv Chowk,DLF City Court,11.9,15.2,,,,,,,628.0,3.81,4.6,4.6,Cash,False,False,False,False,False,False,False,False,False,False,False,164.82939632545933,False,False,False,False,True
79376,2024-07-03,20:23:51,"""CNR8443436""",Incomplete,"""CID8309271""",eBike,Preet Vihar,Bhikaji Cama Place,9.1,29.8,,,,,1.0,Other Issue,470.0,5.22,,,Cash,False,False,False,False,False,False,False,False,False,False,False,90.03831417624521,False,False,False,False,True
79390,2024-04-19,08:47:38,"""CNR5468109""",Completed,"""CID1162051""",eBike,Preet Vihar,Pitampura,3.4,29.9,,,,,,,897.0,9.37,4.4,4.3,Cash,False,False,False,False,False,False,False,False,False,False,False,95.73105656350054,False,False,False,False,True
79396,2024-03-08,03:09:34,"""CNR8723528""",Completed,"""CID8511585""",Premier Sedan,Noida Sector 18,Yamuna Bank,5.4,35.9,,,,,,,1290.0,7.99,4.3,4.6,Credit Card,False,False,False,False,False,False,False,False,False,False,False,161.45181476846057,False,False,False,False,True
79411,2024-10-20,16:16:03,"""CNR6751406""",Completed,"""CID3252841""",Go Sedan,Bahadurgarh,Ashok Vihar,6.5,27.9,,,,,,,675.0,4.84,3.1,4.5,UPI,False,False,False,False,False,False,False,False,False,False,False,139.46280991735537,False,False,False,False,True
79416,2024-10-09,16:22:51,"""CNR6433993""",Completed,"""CID6235032""",Go Sedan,Ashram,Huda City Centre,4.4,30.1,,,,,,,367.0,2.38,4.3,3.7,Cash,False,False,False,False,False,False,False,False,False,False,False,154.2016806722689,False,False,False,False,True
79422,2024-05-31,22:50:49,"""CNR4827591""",Completed,"""CID9406399""",Go Sedan,Rajiv Chowk,Udyog Bhawan,7.3,34.2,,,,,,,899.0,5.62,4.3,4.5,UPI,False,False,False,False,False,False,False,False,False,False,False,159.9644128113879,False,False,False,False,True
79423,2024-11-02,08:23:32,"""CNR2435182""",Completed,"""CID7711418""",Uber XL,Paschim Vihar,Noida Sector 18,9.4,27.1,,,,,,,1260.0,11.88,4.6,4.1,UPI,False,False,False,False,False,False,False,False,False,False,False,106.06060606060605,False,False,False,False,True
79436,2024-06-08,09:19:56,"""CNR3659197""",Completed,"""CID4329546""",Go Sedan,Moolchand,Kashmere Gate,13.9,36.5,,,,,,,588.0,6.76,4.6,3.8,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,86.98224852071006,False,False,False,False,True
79437,2024-03-21,20:35:05,"""CNR7035028""",Completed,"""CID4301799""",Auto,Arjangarh,Moti Nagar,6.1,15.4,,,,,,,950.0,11.12,3.8,4.0,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,85.431654676259,False,False,False,False,True
79454,2024-01-20,17:06:18,"""CNR2667505""",Completed,"""CID1375213""",Auto,ITO,Rajouri Garden,3.9,20.3,,,,,,,2954.0,16.32,4.2,4.7,UPI,False,False,False,False,False,False,False,False,False,False,False,181.0049019607843,True,False,False,False,True
79457,2024-10-20,09:09:42,"""CNR1696527""",Completed,"""CID1903456""",Uber XL,Botanical Garden,Delhi Gate,12.2,21.3,,,,,,,3257.0,22.38,3.4,4.6,Credit Card,False,False,False,False,False,False,False,False,False,False,False,145.53172475424486,True,False,False,False,True
79460,2024-10-15,18:40:17,"""CNR7297484""",Completed,"""CID7856246""",Go Sedan,Kaushambi,IMT Manesar,12.6,40.2,,,,,,,982.0,6.32,4.2,4.8,Credit Card,False,False,False,False,False,False,False,False,False,False,False,155.37974683544303,False,False,False,False,True
79463,2024-09-28,16:53:39,"""CNR5073835""",Completed,"""CID5116554""",Go Mini,Panipat,Malviya Nagar,6.0,39.3,,,,,,,1382.0,48.27,4.0,3.7,UPI,False,False,False,False,False,False,False,False,False,False,False,28.63061943235964,True,False,False,False,False
79465,2024-03-29,12:50:33,"""CNR6837504""",Completed,"""CID9524655""",eBike,Manesar,AIIMS,13.0,43.8,,,,,,,3513.0,35.4,4.3,3.8,Cash,False,False,False,False,False,False,False,False,False,False,False,99.23728813559322,True,False,False,False,True
79467,2024-10-02,15:37:54,"""CNR3353287""",Completed,"""CID4583812""",Uber XL,Inderlok,Ashram,4.4,15.8,,,,,,,470.0,4.62,4.6,3.8,Cash,False,False,False,False,False,False,False,False,False,False,False,101.73160173160173,False,False,False,False,True
79475,2024-11-29,18:13:13,"""CNR7369992""",Completed,"""CID9376839""",Go Sedan,Hauz Rani,Aya Nagar,13.7,15.5,,,,,,,446.0,4.36,4.0,4.3,UPI,False,False,False,False,False,False,False,False,False,False,False,102.29357798165137,False,False,False,False,True
79481,2024-07-25,20:31:48,"""CNR5084268""",Completed,"""CID5950838""",Auto,Udyog Vihar Phase 4,Moolchand,11.1,16.9,,,,,,,538.0,5.23,3.9,4.5,UPI,False,False,False,False,False,False,False,False,False,False,False,102.868068833652,False,False,False,False,True
79482,2024-10-18,11:36:46,"""CNR3178900""",Incomplete,"""CID5097006""",Go Mini,Vinobapuri,Ardee City,4.2,16.3,,,,,1.0,Vehicle Breakdown,429.0,2.66,,,UPI,False,False,False,False,False,False,False,False,False,False,False,161.2781954887218,False,False,False,False,True
79487,2024-12-22,18:04:01,"""CNR9792376""",Completed,"""CID2137650""",Go Sedan,Sadar Bazar Gurgaon,Kalkaji,11.3,19.3,,,,,,,2135.0,18.41,4.2,3.6,Debit Card,False,False,False,False,False,False,False,False,False,False,False,115.96958174904942,True,False,False,False,True
79526,2024-01-18,05:13:52,"""CNR1884284""",Completed,"""CID5767624""",Auto,Model Town,Pitampura,2.3,28.4,,,,,,,362.0,2.61,4.3,4.8,UPI,False,False,False,False,False,False,False,False,False,False,False,138.69731800766283,False,False,False,False,True
79543,2024-05-22,12:27:40,"""CNR2902206""",Completed,"""CID8500134""",Premier Sedan,Malviya Nagar,South Extension,14.9,40.3,,,,,,,1773.0,5.93,4.3,4.6,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,298.98819561551437,True,False,False,False,True
79544,2024-12-29,09:38:18,"""CNR8225241""",Completed,"""CID7295142""",Go Mini,Pragati Maidan,Sultanpur,11.0,21.4,,,,,,,1641.0,18.41,4.0,4.8,UPI,False,False,False,False,False,False,False,False,False,False,False,89.13633894622488,True,False,False,False,True
79561,2024-03-28,13:13:51,"""CNR4533442""",Completed,"""CID1167026""",Auto,IMT Manesar,Sultanpur,4.8,44.9,,,,,,,968.0,3.88,3.7,4.3,Cash,False,False,False,False,False,False,False,False,False,False,False,249.48453608247422,False,False,False,False,True
79565,2024-03-30,14:52:00,"""CNR5132753""",Completed,"""CID3853082""",Go Mini,Bahadurgarh,Green Park,4.5,43.6,,,,,,,1660.0,10.29,3.8,4.1,Debit Card,False,False,False,False,False,False,False,False,False,False,False,161.32167152575317,True,False,False,False,True
79567,2024-05-19,16:04:55,"""CNR8965118""",Incomplete,"""CID8798600""",Go Sedan,Khan Market,Mundka,7.7,13.5,,,,,1.0,Other Issue,240.0,2.37,,,Credit Card,False,False,False,False,False,False,False,False,False,False,False,101.26582278481013,False,False,False,False,True
79569,2024-05-20,16:15:18,"""CNR8073094""",Incomplete,"""CID4301528""",Go Mini,Moti Nagar,Sarai Kale Khan,2.3,29.5,,,,,1.0,Other Issue,891.0,9.08,,,Credit Card,False,False,False,False,False,False,False,False,False,False,False,98.12775330396475,False,False,False,False,True
79585,2024-08-21,08:30:40,"""CNR7342452""",Completed,"""CID5214803""",Auto,Green Park,Greater Noida,4.4,41.6,,,,,,,2032.0,2.08,4.3,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,976.9230769230769,True,False,False,False,True
79599,2024-03-01,12:18:21,"""CNR2990834""",Completed,"""CID4940742""",Go Mini,Uttam Nagar,Moolchand,3.0,28.1,,,,,,,781.0,8.18,3.7,4.6,Cash,False,False,False,False,False,False,False,False,False,False,False,95.47677261613693,False,False,False,False,True
79638,2024-10-21,01:14:49,"""CNR8716146""",Incomplete,"""CID3100606""",Bike,Shivaji Park,Sarai Kale Khan,9.1,11.5,,,,,1.0,Other Issue,249.0,1.29,,,Cash,False,False,False,False,False,False,False,False,False,False,False,193.02325581395348,False,False,False,False,True
79661,2024-03-10,20:07:45,"""CNR4012204""",Completed,"""CID6189803""",Go Mini,Vaishali,Lajpat Nagar,8.5,25.7,,,,,,,1068.0,12.51,4.6,3.9,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,85.37170263788968,False,False,False,False,True
79671,2024-10-12,13:03:42,"""CNR3435662""",Completed,"""CID6192749""",Bike,India Gate,Vishwavidyalaya,2.3,23.6,,,,,,,1083.0,7.76,4.1,3.7,Credit Card,False,False,False,False,False,False,False,False,False,False,False,139.56185567010309,False,False,False,False,True
79706,2024-07-13,18:38:25,"""CNR4768821""",Completed,"""CID5783557""",Auto,Azadpur,Aya Nagar,7.8,36.2,,,,,,,1755.0,14.49,3.1,4.6,UPI,False,False,False,False,False,False,False,False,False,False,False,121.11801242236025,True,False,False,False,True
79712,2024-08-23,18:18:41,"""CNR1270715""",Completed,"""CID2144800""",Premier Sedan,Dwarka Sector 21,Saket A Block,2.1,37.1,,,,,,,764.0,6.74,4.1,4.5,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,113.35311572700296,False,False,False,False,True
79729,2024-04-27,20:47:53,"""CNR6099996""",Completed,"""CID9128805""",Go Sedan,Nehru Place,Karol Bagh,6.7,16.1,,,,,,,1026.0,9.93,3.9,5.0,Credit Card,False,False,False,False,False,False,False,False,False,False,False,103.32326283987916,False,False,False,False,True
79732,2024-04-29,21:43:54,"""CNR2312835""",Completed,"""CID8529940""",Auto,Mehrauli,Ghaziabad,5.0,44.2,,,,,,,327.0,3.39,4.8,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,96.46017699115043,False,False,False,False,True
79737,2024-05-11,10:37:09,"""CNR8131271""",Completed,"""CID8155669""",Bike,Sikanderpur,Vasant Kunj,10.7,16.1,,,,,,,468.0,4.41,4.3,3.7,UPI,False,False,False,False,False,False,False,False,False,False,False,106.12244897959184,False,False,False,False,True
79738,2024-02-14,04:21:23,"""CNR5193503""",Completed,"""CID5533622""",Premier Sedan,Inderlok,Palam Vihar,2.1,43.1,,,,,,,1345.0,4.38,4.3,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,307.07762557077626,False,False,False,False,True
79742,2024-11-11,09:11:50,"""CNR5847775""",Completed,"""CID6575469""",eBike,Greater Kailash,Akshardham,3.2,36.5,,,,,,,1704.0,20.32,4.6,5.0,Cash,False,False,False,False,False,False,False,False,False,False,False,83.85826771653544,True,False,False,False,False
79744,2024-07-14,17:29:53,"""CNR9677363""",Completed,"""CID8925465""",Bike,Badshahpur,Maidan Garhi,9.7,18.1,,,,,,,687.0,3.61,4.3,4.3,Credit Card,False,False,False,False,False,False,False,False,False,False,False,190.30470914127426,False,False,False,False,True
79755,2024-04-30,17:48:00,"""CNR7182611""",Completed,"""CID3621117""",Bike,Shastri Nagar,ITO,7.3,42.6,,,,,,,2228.0,20.41,3.9,4.1,UPI,False,False,False,False,False,False,False,False,False,False,False,109.16217540421361,True,False,False,False,True
79756,2024-05-09,08:59:47,"""CNR3572275""",Incomplete,"""CID1548216""",Go Sedan,Dwarka Sector 21,Rohini East,9.2,28.6,,,,,1.0,Other Issue,235.0,2.7,,,Cash,False,False,False,False,False,False,False,False,False,False,False,87.03703703703704,False,False,False,False,True
79782,2024-07-06,20:51:59,"""CNR9078518""",Completed,"""CID3015422""",Go Sedan,Jor Bagh,Welcome,13.3,38.0,,,,,,,1008.0,4.48,4.9,4.7,UPI,False,False,False,False,False,False,False,False,False,False,False,224.99999999999997,False,False,False,False,True
79785,2024-07-29,19:48:11,"""CNR8712929""",Incomplete,"""CID9347714""",Premier Sedan,Inderlok,Mayur Vihar,3.6,10.3,,,,,1.0,Vehicle Breakdown,996.0,9.14,,,UPI,False,False,False,False,False,False,False,False,False,False,False,108.97155361050328,False,False,False,False,True
79786,2024-12-07,22:04:55,"""CNR6395608""",Completed,"""CID7653158""",Auto,Mansarovar Park,Noida Sector 62,9.4,36.2,,,,,,,2015.0,7.45,3.9,4.3,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,270.4697986577181,True,False,False,False,True
79797,2024-12-22,10:37:14,"""CNR4597393""",Completed,"""CID2364331""",Auto,Dwarka Mor,Anand Vihar ISBT,2.3,18.8,,,,,,,1312.0,12.32,4.6,4.0,Debit Card,False,False,False,False,False,False,False,False,False,False,False,106.49350649350649,False,False,False,False,True
79809,2024-03-19,21:12:15,"""CNR4417825""",Completed,"""CID1435946""",eBike,Sarai Kale Khan,Shastri Park,8.4,41.9,,,,,,,994.0,4.03,4.2,4.2,UPI,False,False,False,False,False,False,False,False,False,False,False,246.6501240694789,False,False,False,False,True
79818,2024-12-10,08:15:20,"""CNR4169955""",Completed,"""CID1050891""",Auto,Sikanderpur,Nirman Vihar,14.2,27.2,,,,,,,921.0,6.26,4.3,4.9,Credit Card,False,False,False,False,False,False,False,False,False,False,False,147.12460063897765,False,False,False,False,True
79826,2024-04-21,06:39:00,"""CNR8538710""",Completed,"""CID5779061""",Bike,Ghitorni Village,INA Market,7.0,20.2,,,,,,,1505.0,10.87,4.1,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,138.45446182152716,True,False,False,False,True
79828,2024-07-27,18:14:56,"""CNR3848983""",Completed,"""CID3444695""",Go Mini,DLF City Court,Raj Nagar Extension,4.3,41.5,,,,,,,1205.0,13.93,3.1,4.4,UPI,False,False,False,False,False,False,False,False,False,False,False,86.50394831299354,False,False,False,False,True
79831,2024-09-12,10:54:54,"""CNR5607223""",Completed,"""CID6575479""",Go Mini,Tilak Nagar,Rohini,8.3,24.8,,,,,,,1723.0,32.59,4.1,4.7,Credit Card,False,False,False,False,False,False,False,False,False,False,False,52.868978214176124,True,False,False,False,False
79870,2024-01-26,03:07:40,"""CNR2386055""",Completed,"""CID2634608""",Auto,Saket A Block,Vatika Chowk,12.4,18.3,,,,,,,740.0,5.61,3.9,4.3,UPI,False,False,False,False,False,False,False,False,False,False,False,131.9073083778966,False,False,False,False,True
79911,2024-02-04,18:25:41,"""CNR2206480""",Completed,"""CID8531123""",Auto,Akshardham,Inderlok,4.1,41.0,,,,,,,2874.0,25.58,4.2,4.1,Debit Card,False,False,False,False,False,False,False,False,False,False,False,112.35340109460516,True,False,False,False,True
79917,2024-05-09,18:58:52,"""CNR7356654""",Completed,"""CID8470901""",Auto,AIIMS,Moti Nagar,9.4,24.6,,,,,,,932.0,11.03,3.1,4.5,Cash,False,False,False,False,False,False,False,False,False,False,False,84.49682683590208,False,False,False,False,True
79956,2024-02-07,17:22:43,"""CNR2951353""",Incomplete,"""CID7392255""",Auto,Udyog Vihar,Pragati Maidan,3.5,11.6,,,,,1.0,Other Issue,341.0,2.14,,,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,159.34579439252335,False,False,False,False,True
79967,2024-12-22,10:59:15,"""CNR5398734""",Completed,"""CID4301461""",Auto,Seelampur,Connaught Place,11.8,23.9,,,,,,,583.0,3.78,4.9,4.3,Cash,False,False,False,False,False,False,False,False,False,False,False,154.23280423280423,False,False,False,False,True
79995,2024-07-07,17:07:43,"""CNR5340208""",Incomplete,"""CID6697130""",Go Sedan,Sikanderpur,Pulbangash,2.1,20.6,,,,,1.0,Other Issue,1237.0,6.26,,,UPI,False,False,False,False,False,False,False,False,False,False,False,197.6038338658147,False,False,False,False,True
80014,2024-09-21,19:36:30,"""CNR8233975""",Completed,"""CID5201558""",Go Sedan,Kashmere Gate,Saidulajab,14.9,43.6,,,,,,,788.0,6.49,3.8,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,121.41756548536209,False,False,False,False,True
80016,2024-05-25,10:59:29,"""CNR2201989""",Completed,"""CID6995738""",Auto,Gurgaon Sector 29,Uttam Nagar,7.3,32.2,,,,,,,1207.0,3.69,4.5,4.6,Cash,False,False,False,False,False,False,False,False,False,False,False,327.10027100271003,False,False,False,False,True
80041,2024-05-26,06:46:16,"""CNR8830553""",Completed,"""CID7685626""",eBike,Subhash Nagar,Vidhan Sabha,7.4,18.2,,,,,,,1594.0,21.11,3.1,4.2,Credit Card,False,False,False,False,False,False,False,False,False,False,False,75.50923732828043,True,False,False,False,False
80069,2024-02-03,17:33:00,"""CNR4058670""",Completed,"""CID1689726""",Go Sedan,Punjabi Bagh,Panipat,8.3,20.0,,,,,,,1379.0,11.39,4.3,4.3,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,121.07111501316945,True,False,False,False,True
80070,2024-09-23,12:00:34,"""CNR7919690""",Completed,"""CID7072445""",Auto,Rohini East,Meerut,10.5,39.4,,,,,,,509.0,4.6,4.1,4.9,UPI,False,False,False,False,False,False,False,False,False,False,False,110.65217391304348,False,False,False,False,True
80074,2024-04-27,17:26:35,"""CNR6813159""",Completed,"""CID7427520""",Bike,Sultanpur,Pragati Maidan,5.1,38.5,,,,,,,1477.0,39.7,3.2,4.3,Credit Card,False,False,False,False,False,False,False,False,False,False,False,37.20403022670025,True,False,False,False,False
80094,2024-06-24,13:55:23,"""CNR8985907""",Completed,"""CID8487453""",Go Sedan,Pulbangash,Shastri Nagar,5.6,22.8,,,,,,,1907.0,37.17,4.2,4.3,UPI,False,False,False,False,False,False,False,False,False,False,False,51.30481571159537,True,False,False,False,False
80097,2024-05-18,16:47:32,"""CNR4334491""",Completed,"""CID2096132""",Go Mini,Bahadurgarh,Arjangarh,9.1,39.5,,,,,,,1389.0,35.42,4.6,3.6,UPI,False,False,False,False,False,False,False,False,False,False,False,39.215132693393564,True,False,False,False,False
80105,2024-07-19,12:38:37,"""CNR8308032""",Completed,"""CID7049636""",Go Mini,IGI Airport,Satguru Ram Singh Marg,11.8,23.8,,,,,,,286.0,2.99,4.8,4.6,Cash,False,False,False,False,False,False,False,False,False,False,False,95.65217391304347,False,False,False,False,True
80113,2024-07-27,19:48:25,"""CNR2238315""",Completed,"""CID1281857""",Auto,Samaypur Badli,Uttam Nagar,7.7,42.2,,,,,,,820.0,5.67,4.3,4.6,Cash,False,False,False,False,False,False,False,False,False,False,False,144.62081128747795,False,False,False,False,True
80115,2024-06-11,09:48:30,"""CNR6309297""",Completed,"""CID1495407""",Bike,Kanhaiya Nagar,Huda City Centre,10.7,43.0,,,,,,,418.0,2.49,3.8,3.7,Cash,False,False,False,False,False,False,False,False,False,False,False,167.8714859437751,False,False,False,False,True
80135,2024-12-22,19:09:07,"""CNR8857214""",Completed,"""CID1382323""",Go Mini,Indirapuram,Karkarduma,6.7,36.3,,,,,,,1497.0,26.54,4.1,4.2,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,56.405425772418994,True,False,False,False,False
80152,2024-02-18,15:49:47,"""CNR6742641""",Completed,"""CID3648281""",Bike,Sikanderpur,Basai Dhankot,11.4,39.1,,,,,,,3498.0,44.07,3.9,4.2,Cash,False,False,False,False,False,False,False,False,False,False,False,79.37372362151123,True,False,False,False,False
80162,2024-04-21,12:13:43,"""CNR5136795""",Completed,"""CID8976586""",Go Mini,Gurgaon Railway Station,Pulbangash,7.3,28.4,,,,,,,1550.0,11.2,4.2,4.6,Uber Wallet,False,False,False,False,False,False,False,False,False,False,False,138.39285714285714,True,False,False,False,True
